1.362687110900878906e+00,1.685210585594177246e+00,8.330532312393188477e-01
1.254003643989562988e-01,3.289373219013214111e-01,1.241390228271484375e+00
2.208047628402709961e+00,1.690777659416198730e+00,3.785852670669555664e+00
1.024113655090332031e+00,5.663316249847412109e-01,1.022870540618896484e+00
1.350986242294311523e+00,1.289536714553833008e+00,1.647497892379760742e+00
6.891511678695678711e-01,3.937762975692749023e-01,5.464427471160888672e-01
5.092216730117797852e-01,1.892118006944656372e-01,2.936818897724151611e-01
5.444101095199584961e-01,1.955936849117279053e-01,4.853710234165191650e-01
2.871988415718078613e-01,9.972664713859558105e-02,1.402281522750854492e+00
5.434832572937011719e-01,1.718618571758270264e-01,3.359551429748535156e-01
8.403937816619873047e-01,9.474816173315048218e-02,8.602007627487182617e-01
5.468165874481201172e-01,8.989042043685913086e-02,5.036838054656982422e-01
