time,temperature,humidity,co2,sound,light
2020-05-24 00:00:00,23.3937,40.0,423.0,45.0,0.98
2020-05-24 00:05:00,23.39365,40.0,430.0,45.0,0.98
2020-05-24 00:10:00,23.39355,40.0,430.0,45.0,0.98
2020-05-24 00:15:00,23.39345,40.0,431.0,45.0,0.98
2020-05-24 00:20:00,23.3933,40.0,431.0,45.0,0.98
2020-05-24 00:25:00,23.3932,40.0,423.0,45.0,0.98
2020-05-24 00:30:00,23.39305,40.0,423.0,45.0,0.98
2020-05-24 00:35:00,23.3929,40.0,445.0,45.0,0.98
2020-05-24 00:40:00,23.3927,40.0,445.0,45.0,0.98
2020-05-24 00:45:00,23.39255,40.0,434.0,45.0,0.98
2020-05-24 00:50:00,23.3923,40.0,434.0,45.0,0.98
2020-05-24 00:55:00,23.3921,40.0,429.0,45.0,0.98
2020-05-24 01:00:00,23.3919,40.0,429.0,45.0,0.98
2020-05-24 01:05:00,23.39165,40.0,428.0,45.0,0.98
2020-05-24 01:10:00,23.3915,40.0,428.0,45.0,0.98
2020-05-24 01:15:00,23.3913,40.0,432.0,45.0,0.98
2020-05-24 01:20:00,23.3911,40.0,432.0,45.0,0.98
2020-05-24 01:25:00,23.3909,40.0,428.0,45.0,0.98
2020-05-24 01:30:00,23.3907,40.0,428.0,45.0,0.98
2020-05-24 01:35:00,23.39045,40.0,424.0,45.0,0.98
2020-05-24 01:40:00,23.3902,40.0,424.0,45.0,0.98
2020-05-24 01:45:00,23.3899,40.0,414.0,45.0,0.98
2020-05-24 01:50:00,23.3625,40.0,414.0,45.0,0.98
2020-05-24 01:55:00,23.3127,40.0,437.0,45.0,0.98
2020-05-24 02:00:00,23.3129,40.0,437.0,45.0,0.98
2020-05-24 02:05:00,23.3125,40.0,428.0,46.0,0.98
2020-05-24 02:10:00,23.3126,40.0,428.0,46.0,0.98
2020-05-24 02:15:00,23.3125,40.0,445.0,46.0,0.98
2020-05-24 02:20:00,23.31255,40.0,445.0,46.0,0.98
2020-05-24 02:25:00,23.3125,40.0,434.0,46.0,0.98
2020-05-24 02:30:00,23.31245,40.0,434.0,46.0,0.98
2020-05-24 02:35:00,23.31245,40.0,437.0,46.0,0.98
2020-05-24 02:40:00,23.3123,40.0,437.0,46.0,0.98
2020-05-24 02:45:00,23.3122,40.0,424.0,46.0,0.98
2020-05-24 02:50:00,23.31205,40.0,424.0,46.0,0.98
2020-05-24 02:55:00,23.31185,40.0,432.0,46.0,0.98
2020-05-24 03:00:00,23.31165,40.0,432.0,46.0,0.98
2020-05-24 03:05:00,23.31145,40.0,406.0,46.0,0.98
2020-05-24 03:10:00,23.31125,40.0,406.0,46.0,0.98
