4.427848458290100098e-01,3.715436160564422607e-01,3.602459430694580078e-01
6.430677175521850586e-01,1.759594827890396118e-01,4.354554116725921631e-01
3.933193385601043701e-01,1.032504290342330933e-01,1.829058676958084106e-01
2.105424404144287109e-01,9.034302085638046265e-02,1.714706122875213623e-01
1.726085692644119263e-01,1.019542291760444641e-01,2.096741497516632080e-01
1.952262669801712036e-01,3.923363983631134033e-02,6.756372749805450439e-02
2.276369333267211914e-01,6.441445648670196533e-02,2.530647218227386475e-01
2.962583601474761963e-01,3.683238849043846130e-02,8.480007946491241455e-02
2.739235162734985352e-01,5.272129923105239868e-02,7.058543711900711060e-02
3.775661587715148926e-01,9.857011586427688599e-02,2.228570580482482910e-01
1.397706121206283569e-01,5.221131816506385803e-02,1.413334757089614868e-01
2.387082278728485107e-01,7.794468104839324951e-02,2.024142593145370483e-01
