7.925757765769958496e-01,3.407780230045318604e-01,6.350783109664916992e-01
4.752336442470550537e-01,6.969647109508514404e-02,3.284796476364135742e-01
1.239414960145950317e-01,5.907999351620674133e-02,5.824657678604125977e-01
6.237824261188507080e-02,5.189950391650199890e-02,7.435347884893417358e-02
1.296874135732650757e-01,8.554873615503311157e-02,7.987321168184280396e-02
1.615184694528579712e-01,4.661377891898155212e-02,1.065519526600837708e-01
8.942946046590805054e-02,9.675861895084381104e-02,2.513595521450042725e-01
1.831898689270019531e-01,8.248192816972732544e-02,9.717489033937454224e-02
2.160393744707107544e-01,8.298873901367187500e-02,1.014770343899726868e-01
4.710418283939361572e-01,6.986966729164123535e-02,7.117047160863876343e-02
2.629558742046356201e-01,3.631078824400901794e-02,2.496642172336578369e-01
1.220403239130973816e-01,6.643962115049362183e-02,2.961660623550415039e-01
